country,Revenue , cost ,date,category,customer_name,sales_manager,sales_rep,device_type,order_id,profit
Sweden,"1,03,639","84,030",22-10-2020,Electronics,"Leffler, Prohaska and Streich",Maxie Marrow,Anita Woakes,PC,24-6905998,"19,608"
Sweden,"1,69,811","1,45,952",28-11-2020,Smartphones,"Schowalter, Lesch and Beahan",Maxie Marrow,Caro Morfield,PC,35-0173281,"23,858"
France,"75,265","61,695",16-09-2020,Clothing,Tillman and Sons,Othello Bowes,Ora Grennan,Mobile,93-5465623,"13,570"
Spain,"58,933","51,855",20-09-2019,Electronics,"Schowalter, Lesch and Beahan",Emalia Dinse,Bertha Walbrook,Mobile,67-2823354,"7,078"
Portugal,"1,68,774","1,37,399",22-08-2019,Games,Tillman and Sons,Celine Tumasian,Corene Shirer,PC,28-0622425,"31,375"
Portugal,"1,52,677","1,22,386",07-07-2020,Outdoors,"Spencer, Rogahn and Muller",Celine Tumasian,Smitty Culverhouse,PC,84-0679518,"30,291"
Portugal,"1,16,557","95,448",24-05-2020,Outdoors,"Hermiston, Simonis and Wisoky",Celine Tumasian,Hortense Gerring,PC,95-1195568,"21,108"
France,"3,10,539","2,48,276",11-12-2020,Electronics,Johns and Sons,Othello Bowes,Ora Grennan,PC,57-2495984,"62,263"
Portugal,"1,06,326","92,705",19-09-2019,Games,Goldner-Dibbert,Celine Tumasian,Aurelie Wren,Mobile,77-5229094,"13,620"
Sweden,"90,602","71,630",05-03-2020,Electronics,McGlynn-Bergstrom,Maxie Marrow,Tarrah Castelletti,PC,09-3747816,"18,972"
Spain,"1,20,013","97,762",11-05-2020,Games,"Schmitt, Purdy and Johnson",Emalia Dinse,Bertha Walbrook,Mobile,62-9738356,"22,250"
France,"1,43,658","1,23,158",30-10-2020,Appliances,Wisoky Inc,Othello Bowes,Amelina Piscopiello,PC,22-6938537,"20,500"
Portugal,"2,63,572","2,16,155",08-06-2020,Outdoors,"Dickinson, Hyatt and Berge",Celine Tumasian,Aurelie Wren,PC,11-0955383,"47,417"
France,"1,31,097","1,09,204",26-06-2020,Beauty,Larkin-Collier,Othello Bowes,Maighdiln Upcraft,PC,80-1374023,"21,893"
Italy,"1,27,830","1,03,875",21-05-2020,Games,Romaguera-Dietrich,Piggy Roscrigg,Joshua Prevost,PC,66-7112079,"23,955"
Portugal,"1,29,353","1,11,593",18-01-2019,Games,Kihn Inc,Celine Tumasian,Corene Shirer,Mobile,31-2600204,"17,760"
Sweden,"1,76,473","1,39,414",22-06-2019,Games,Wisoky Inc,Maxie Marrow,Anita Woakes,PC,00-7031798,"37,059"
Denmark,"43,610","34,635",01-03-2020,Appliances,Walter LLC,Modestia Byfford,Cobby Andersen,PC,20-1827241,"8,975"
Portugal,"1,37,562","1,12,141",14-04-2020,Clothing,Dibbert Inc,Celine Tumasian,Hortense Gerring,PC,80-5941460,"25,422"
France,"51,505","44,593",22-09-2019,Appliances,Dibbert Inc,Othello Bowes,Amelina Piscopiello,PC,17-3240628,"6,912"
France,"38,751","31,299",01-09-2019,Outdoors,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,22-5929243,"7,452"
France,"1,11,676","92,792",08-06-2019,Beauty,Armstrong-Little,Othello Bowes,Ora Grennan,PC,35-7483371,"18,884"
Sweden,"46,850","39,630",26-08-2019,Beauty,"Leffler, Prohaska and Streich",Maxie Marrow,Anita Woakes,PC,71-1921602,"7,220"
Sweden,"2,96,844","2,44,926",08-06-2019,Other,Walter LLC,Maxie Marrow,Tarrah Castelletti,PC,22-9949979,"51,918"
Portugal,"1,63,492","1,34,178",12-08-2020,Appliances,"Shanahan, Schaden and Parker",Celine Tumasian,Corene Shirer,PC,06-8466490,"29,314"
France,"1,16,207","93,105",15-04-2019,Games,"Keeling, Monahan and Pollich",Othello Bowes,Amelina Piscopiello,PC,34-6603897,"23,102"
France,"1,95,215","1,54,649",26-06-2019,Books,"Keeling, Monahan and Pollich",Othello Bowes,Maighdiln Upcraft,PC,92-3462655,"40,566"
France,"1,68,227","1,36,819",25-01-2020,Smartphones,Altenwerth-Konopelski,Othello Bowes,Avrit Chanders,PC,26-9826298,"31,408"
Sweden,"2,49,843","2,18,737",09-07-2020,Books,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,PC,39-5542863,"31,105"
Netherlands,"1,05,678","89,721",07-05-2020,Games,Hegmann Group,Denice Amberg,Nero Harbisher,Mobile,18-1809309,"15,957"
Portugal,"2,53,580","2,12,449",06-07-2020,Games,Wyman Group,Celine Tumasian,Brynn Dempster,PC,51-0837613,"41,131"
France,"56,706","46,986",01-02-2019,Outdoors,Johns and Sons,Othello Bowes,Crysta Halls,PC,46-0117523,"9,719"
Sweden,"35,354","30,518",27-02-2019,Smartphones,"Dickinson, Hyatt and Berge",Maxie Marrow,Caro Morfield,PC,58-1079558,"4,836"
Portugal,"25,834","22,450",13-03-2020,Electronics,Romaguera-Dietrich,Celine Tumasian,Brynn Dempster,Mobile,49-9010863,"3,384"
Portugal,"1,21,928","98,408",19-09-2019,Clothing,Altenwerth-Konopelski,Celine Tumasian,Brynn Dempster,Mobile,58-2028009,"23,520"
France,"1,67,935","1,37,942",18-04-2019,Games,Romaguera-Haley,Othello Bowes,Amelina Piscopiello,PC,03-4045721,"29,993"
Portugal,"1,51,152","1,24,035",30-12-2019,Appliances,"Rowe, Hermiston and Kessler",Celine Tumasian,Aurelie Wren,PC,80-3039005,"27,117"
France,"95,966","75,976",24-08-2019,Electronics,Littel-Blick,Othello Bowes,Amelina Piscopiello,PC,90-4449856,"19,990"
Portugal,"1,23,424","98,172",11-04-2019,Clothing,"Spencer, Rogahn and Muller",Celine Tumasian,Corene Shirer,PC,82-2837449,"25,253"
France,"1,28,221","1,02,218",21-06-2020,Clothing,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,21-4033151,"26,003"
Portugal,"2,04,134","1,67,553",13-06-2020,Games,"Leffler, Prohaska and Streich",Celine Tumasian,Corene Shirer,PC,98-6563368,"36,581"
Sweden,"89,377","73,647",17-02-2019,Beauty,Johns and Sons,Maxie Marrow,Alyosha Meah,PC,21-2589548,"15,730"
Sweden,"1,10,838","92,106",25-02-2019,Electronics,"Dickinson, Hyatt and Berge",Maxie Marrow,Alyosha Meah,PC,52-7049356,"18,732"
Netherlands,"1,18,026","99,874",04-07-2020,Appliances,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,PC,35-1708827,"18,152"
Portugal,"1,77,209","1,51,779",02-01-2019,Appliances,Romaguera-Dietrich,Celine Tumasian,Smitty Culverhouse,Mobile,22-1266257,"25,429"
Sweden,"97,148","77,806",29-04-2020,Books,Romaguera-Dietrich,Maxie Marrow,Tarrah Castelletti,PC,44-9978904,"19,342"
Spain,"1,44,530","1,15,407",04-08-2020,Other,"Swaniawski, Runolfsson and Green",Emalia Dinse,Manuel Goudie,PC,63-1220717,"29,123"
Sweden,"45,262","37,816",21-11-2020,Beauty,Tillman and Sons,Maxie Marrow,Madelon Bront,PC,40-0265810,"7,446"
Bulgaria,"1,05,277","90,759",21-11-2019,Books,"Spencer, Rogahn and Muller",Charil Alpe,Shermy McGready,PC,56-6094665,"14,518"
Denmark,"65,822","54,790",11-11-2020,Clothing,"Keeling, Monahan and Pollich",Modestia Byfford,Case Desorts,PC,75-3776704,"11,032"
France,"78,541","63,987",08-10-2019,Clothing,Considine-Fisher,Othello Bowes,Crysta Halls,PC,55-1050582,"14,554"
Italy,"37,637","30,847",16-03-2020,Appliances,West-Cummings,Piggy Roscrigg,Joshua Prevost,Mobile,78-8602908,"6,790"
Portugal,"1,38,128","1,15,240",24-05-2020,Appliances,"Hamill, Kulas and Roob",Celine Tumasian,Corene Shirer,PC,30-3460885,"22,888"
Ireland,"37,893","30,011",21-01-2019,Electronics,Johns and Sons,Glenine Suttaby,Palm Wetherald,PC,59-0348389,"7,882"
Bulgaria,"65,330","53,237",26-02-2020,Clothing,"Christiansen, Donnelly and Bechtelar",Charil Alpe,Shermy McGready,Mobile,91-7447818,"12,093"
France,"1,67,073","1,35,045",21-10-2019,Clothing,O'Connell-Mitchell,Othello Bowes,Ora Grennan,PC,37-6449638,"32,028"
France,"1,64,243","1,34,121",20-05-2019,Smartphones,Kirlin and Sons,Othello Bowes,Amelina Piscopiello,PC,38-2806168,"30,122"
France,"1,74,951","1,42,690",18-09-2019,Clothing,Tillman and Sons,Othello Bowes,Amelina Piscopiello,Mobile,09-7737652,"32,261"
Portugal,"98,522","84,571",02-01-2020,Clothing,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,29-1727395,"13,951"
Portugal,"69,751","60,732",19-03-2019,Games,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,92-4695001,"9,019"
Portugal,"1,29,022","1,04,585",20-06-2020,Electronics,Walter LLC,Celine Tumasian,Corene Shirer,PC,51-2167412,"24,437"
Portugal,"41,806","33,352",23-03-2019,Appliances,"Abbott, Roberts and Torp",Celine Tumasian,Brynn Dempster,Tablet,27-7169008,"8,453"
Finland,"1,45,810","1,23,136",30-07-2019,Appliances,O'Connell-Mitchell,Hube Corey,Mellicent Mattys,PC,96-5231814,"22,673"
France,"29,444","23,958",29-10-2020,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC,03-2027170,"5,485"
Sweden,"1,38,443","1,15,102",14-06-2019,Clothing,Wyman Group,Maxie Marrow,Alyosha Meah,Mobile,99-9599677,"23,342"
UK,"1,02,001","87,261",17-03-2020,Games,Franecki-White,Jessamine Apark,Genevra Charrisson,PC,22-0725785,"14,739"
Portugal,"53,182","42,317",06-01-2020,Smartphones,"Christiansen, Donnelly and Bechtelar",Celine Tumasian,Hortense Gerring,PC,37-6033123,"10,865"
Portugal,"99,519","81,854",12-03-2019,Books,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,PC,29-5158368,"17,665"
Portugal,"79,288","68,537",08-07-2019,Clothing,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,95-4281933,"10,751"
France,"1,11,558","92,470",15-02-2020,Books,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC,61-0532585,"19,088"
Netherlands,"43,009","34,459",19-07-2019,Appliances,Stamm-Zulauf,Denice Amberg,Nero Harbisher,PC,99-9093075,"8,550"
France,"1,54,936","1,35,740",29-06-2020,Books,Friesen-Rath,Othello Bowes,Ora Grennan,PC,65-2631885,"19,197"
Sweden,"1,15,339","1,00,691",03-09-2019,Outdoors,"Farrell, Swaniawski and Crist",Maxie Marrow,Madelon Bront,Mobile,03-4651559,"14,648"
France,"65,255","53,920",17-06-2019,Games,"Rowe, Hermiston and Kessler",Othello Bowes,Maighdiln Upcraft,PC,91-6673445,"11,335"
Netherlands,"50,241","43,444",17-10-2020,Books,"Schmitt, Purdy and Johnson",Denice Amberg,Nero Harbisher,Tablet,62-1501210,"6,798"
UK,"3,04,337","2,61,730",04-12-2019,Clothing,Wunsch LLC,Jessamine Apark,Genevra Charrisson,PC,29-0072186,"42,607"
Bulgaria,"95,961","76,519",11-10-2020,Books,Hessel-Stiedemann,Charil Alpe,Bernadine Fullagar,PC,06-5115020,"19,442"
Sweden,"1,52,523","1,22,400",11-04-2020,Outdoors,Hane Inc,Maxie Marrow,Madelon Bront,PC,22-6046651,"30,123"
Sweden,"63,197","54,672",18-04-2019,Smartphones,"Spencer, Rogahn and Muller",Maxie Marrow,Caro Morfield,PC,71-6499815,"8,525"
Sweden,"83,120","69,605",29-01-2019,Clothing,O'Connell-Mitchell,Maxie Marrow,Alyosha Meah,PC,81-1454737,"13,515"
France,"75,483","60,077",03-12-2019,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC,26-0092767,"15,406"
Ireland,"65,397","53,920",20-03-2020,Outdoors,Baumbach Group,Glenine Suttaby,Bunnie Tonbridge,Mobile,74-6211038,"11,477"
France,"48,890","41,180",20-05-2019,Clothing,Johns and Sons,Othello Bowes,Ora Grennan,PC,85-5544928,"7,710"
France,"80,840","63,936",21-05-2020,Games,Goldner-Dibbert,Othello Bowes,Crysta Halls,PC,00-6227453,"16,904"
Ireland,"79,375","64,532",09-02-2020,Beauty,Hessel-Stiedemann,Glenine Suttaby,Bunnie Tonbridge,Mobile,70-5224180,"14,843"
Bulgaria,"1,58,011","1,37,391",27-11-2019,Beauty,"Jacobson, Marvin and Brown",Charil Alpe,Bernadine Fullagar,PC,40-8287610,"20,620"
Portugal,"1,55,766","1,31,529",27-05-2020,Games,Romaguera-Haley,Celine Tumasian,Aurelie Wren,PC,49-7876403,"24,237"
France,"19,367","15,857",28-03-2020,Games,Wisoky Inc,Othello Bowes,Avrit Chanders,PC,01-6107437,"3,509"
France,"45,481","37,317",25-10-2019,Smartphones,Wiza and Sons,Othello Bowes,Crysta Halls,PC,13-6163562,"8,164"
Sweden,"1,52,748","1,30,615",03-05-2020,Appliances,Armstrong-Little,Maxie Marrow,Anita Woakes,PC,41-0722740,"22,133"
Sweden,"2,55,216","2,11,446",28-12-2019,Clothing,"Jacobson, Marvin and Brown",Maxie Marrow,Tarrah Castelletti,PC,65-4008552,"43,770"
Portugal,"1,54,858","1,35,377",22-07-2020,Games,"Dickinson, Hyatt and Berge",Celine Tumasian,Smitty Culverhouse,PC,72-4825752,"19,481"
France,"2,50,488","2,14,143",13-06-2020,Appliances,Goldner-Dibbert,Othello Bowes,Amelina Piscopiello,PC,18-2580592,"36,346"
Sweden,"1,15,151","91,430",25-10-2020,Appliances,"Farrell, Swaniawski and Crist",Maxie Marrow,Madelon Bront,PC,14-1283254,"23,721"
Sweden,"57,347","50,041",12-08-2020,Beauty,Johns and Sons,Maxie Marrow,Madelon Bront,PC,79-4826735,"7,306"
Portugal,"74,790","64,993",19-06-2020,Beauty,Corwin and Sons,Celine Tumasian,Corene Shirer,PC,82-2840501,"9,797"
France,"72,749","59,109",20-01-2019,Smartphones,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,19-0320558,"13,640"
Bulgaria,"1,28,236","1,03,025",20-09-2020,Books,"Dickinson, Hyatt and Berge",Charil Alpe,Shermy McGready,PC,57-0945292,"25,211"
Sweden,"79,089","67,415",24-05-2020,Beauty,McGlynn-Prosacco,Maxie Marrow,Tarrah Castelletti,PC,01-6573793,"11,673"
UK,"1,24,537","1,05,882",24-09-2019,Clothing,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,PC,63-0694419,"18,656"
Sweden,"1,61,192","1,35,966",04-07-2019,Clothing,Wisoky Inc,Maxie Marrow,Tarrah Castelletti,PC,24-2442637,"25,227"
France,"1,09,698","89,854",24-07-2019,Beauty,Considine-Fisher,Othello Bowes,Crysta Halls,PC,04-8899739,"19,844"
France,"57,276","49,223",04-04-2020,Appliances,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,48-2932903,"8,053"
Netherlands,"1,49,957","1,30,088",08-10-2020,Games,"Spencer, Rogahn and Muller",Denice Amberg,Nero Harbisher,PC,66-0265458,"19,869"
Italy,"1,27,075","1,10,924",24-09-2019,Clothing,Labadie and Sons,Piggy Roscrigg,Joshua Prevost,PC,57-6602854,"16,151"
Sweden,"28,755","23,939",10-10-2019,Books,"Murray, Reichel and Nolan",Maxie Marrow,Madelon Bront,PC,47-6702070,"4,817"
Portugal,"1,78,027","1,44,986",04-01-2020,Appliances,Wisoky Inc,Celine Tumasian,Corene Shirer,PC,99-9215178,"33,042"
Bulgaria,"1,52,232","1,22,303",08-05-2019,Smartphones,Smith Group,Charil Alpe,Shermy McGready,PC,39-5953116,"29,929"
Sweden,"53,957","46,905",25-05-2019,Smartphones,Johns and Sons,Maxie Marrow,Caro Morfield,PC,71-3278650,"7,052"
Portugal,"80,475","66,569",22-05-2019,Clothing,"Farrell, Swaniawski and Crist",Celine Tumasian,Hortense Gerring,PC,38-6891011,"13,906"
Bulgaria,"1,45,440","1,23,711",03-10-2020,Smartphones,Friesen and Sons,Charil Alpe,Bernadine Fullagar,PC,06-5566367,"21,729"
France,"84,036","71,330",27-10-2020,Books,Johns and Sons,Othello Bowes,Maighdiln Upcraft,Tablet,30-9025281,"12,706"
Spain,"68,289","56,755",27-09-2020,Beauty,Johns and Sons,Emalia Dinse,Bertha Walbrook,PC,80-4161102,"11,534"
Sweden,"1,00,579","83,209",14-01-2019,Electronics,Labadie and Sons,Maxie Marrow,Caro Morfield,PC,96-1388247,"17,370"
France,"94,925","77,573",30-09-2019,Accessories,Schoen-Keeling,Othello Bowes,Avrit Chanders,Mobile,21-2097342,"17,352"
France,"1,05,464","84,762",27-08-2019,Books,"Schmitt, Purdy and Johnson",Othello Bowes,Avrit Chanders,PC,30-4045249,"20,703"
France,"1,55,827","1,26,360",30-04-2019,Appliances,Hilll-Vandervort,Othello Bowes,Avrit Chanders,Tablet,31-9806848,"29,467"
Portugal,"90,994","72,541",09-05-2020,Electronics,"Zieme, Bailey and Herzog",Celine Tumasian,Brynn Dempster,PC,09-7835975,"18,454"
Portugal,"32,780","26,801",22-03-2020,Outdoors,Kihn Inc,Celine Tumasian,Aurelie Wren,PC,16-9758497,"5,979"
Bulgaria,"40,188","32,508",22-05-2020,Games,Friesen-Rath,Charil Alpe,Shermy McGready,PC,54-1058965,"7,680"
UK,"91,843","73,979",29-03-2019,Games,Marquardt-Kuvalis,Jessamine Apark,Genevra Charrisson,PC,84-0565956,"17,863"
Portugal,"38,495","33,113",04-02-2019,Games,Wisoky Inc,Celine Tumasian,Hortense Gerring,PC,85-6263705,"5,382"
France,"86,051","75,570",03-09-2020,Clothing,McClure Inc,Othello Bowes,Crysta Halls,PC,46-4560578,"10,481"
Sweden,"36,750","30,102",15-10-2020,Games,Hilll-Vandervort,Maxie Marrow,Madelon Bront,PC,08-5093310,"6,648"
Finland,"1,94,531","1,58,971",09-07-2019,Clothing,"Farrell, Swaniawski and Crist",Hube Corey,Mellicent Mattys,Tablet,21-8525376,"35,560"
France,"1,06,730","89,504",30-07-2020,Beauty,"Farrell, Swaniawski and Crist",Othello Bowes,Ora Grennan,PC,60-0406937,"17,226"
Germany,"30,178","23,925",06-10-2020,Electronics,"Leffler, Prohaska and Streich",Rickard Doogood,Casie MacBain,Mobile,61-4937643,"6,253"
Portugal,"93,902","80,793",01-03-2020,Clothing,Tillman and Sons,Celine Tumasian,Aurelie Wren,PC,94-3251589,"13,109"
Germany,"2,50,484","2,17,270",03-07-2020,Accessories,Considine-Fisher,Rickard Doogood,Casie MacBain,Mobile,48-2124998,"33,214"
Sweden,"1,62,143","1,36,038",29-01-2019,Clothing,Kirlin and Sons,Maxie Marrow,Alyosha Meah,PC,19-1017922,"26,105"
Denmark,"47,517","38,987",09-01-2020,Books,Johns and Sons,Modestia Byfford,Cobby Andersen,PC,51-1141675,"8,529"
Germany,"1,63,547","1,33,307",07-05-2019,Electronics,"Lueilwitz, Kerluke and Lesch",Rickard Doogood,Casie MacBain,PC,94-2134593,"30,240"
France,"35,438","30,413",03-02-2020,Clothing,Homenick-Marvin,Othello Bowes,Ora Grennan,PC,82-0616982,"5,025"
Belgium,"1,22,889","1,03,043",27-11-2020,Smartphones,Labadie and Sons,Lambert Norheny,Collin Mackness,PC,22-5761330,"19,847"
Luxembourg,"26,490","21,169",04-11-2019,Appliances,Hessel-Stiedemann,Ilsa Kob,Jocelyn Laurentino,PC,62-1694462,"5,322"
UK,"1,73,723","1,48,064",09-04-2019,Games,"Schowalter, Lesch and Beahan",Jessamine Apark,Jay Morefield,PC,66-2612057,"25,659"
France,"76,543","65,820",21-03-2019,Accessories,"Hermiston, Simonis and Wisoky",Othello Bowes,Ora Grennan,PC,01-7655863,"10,724"
Sweden,"69,626","57,296",15-06-2019,Electronics,"Hamill, Kulas and Roob",Maxie Marrow,Madelon Bront,PC,06-2196763,"12,331"
France,"2,49,915","2,15,327",15-12-2020,Appliances,Armstrong-Little,Othello Bowes,Crysta Halls,PC,84-4465649,"34,588"
Portugal,"55,791","48,783",08-10-2020,Appliances,Johns and Sons,Celine Tumasian,Corene Shirer,PC,63-6767584,"7,007"
Netherlands,"77,897","62,715",13-03-2020,Clothing,Dibbert Inc,Denice Amberg,Nero Harbisher,PC,75-7443241,"15,182"
Portugal,"1,04,392","86,771",04-01-2020,Beauty,"Murray, Reichel and Nolan",Celine Tumasian,Brynn Dempster,PC,34-8182639,"17,621"
Portugal,"57,116","48,977",27-03-2019,Books,"Lind, Mueller and Stoltenberg",Celine Tumasian,Aurelie Wren,Mobile,53-3803984,"8,139"
France,"74,686","59,166",23-05-2020,Games,"Lubowitz, McLaughlin and Erdman",Othello Bowes,Avrit Chanders,PC,68-0176456,"15,520"
France,"74,104","64,811",02-01-2020,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC,63-7370049,"9,293"
France,"1,76,190","1,42,274",02-09-2019,Appliances,Johns and Sons,Othello Bowes,Maighdiln Upcraft,PC,03-3461826,"33,917"
Sweden,"1,85,778","1,54,735",25-06-2020,Electronics,"Jacobson, Marvin and Brown",Maxie Marrow,Tarrah Castelletti,PC,76-5888381,"31,044"
France,"2,12,521","1,72,015",20-06-2019,Books,Johns and Sons,Othello Bowes,Crysta Halls,PC,43-7357498,"40,507"
France,"40,148","31,954",02-02-2019,Electronics,Hane Inc,Othello Bowes,Amelina Piscopiello,PC,88-8981595,"8,194"
Portugal,"1,57,943","1,36,620",23-06-2020,Electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,95-6123269,"21,322"
Netherlands,"1,72,453","1,45,688",24-06-2020,Outdoors,Kirlin and Sons,Denice Amberg,Nero Harbisher,PC,60-6986682,"26,765"
France,"2,03,604","1,75,344",26-06-2019,Electronics,Kirlin and Sons,Othello Bowes,Crysta Halls,Mobile,29-5478106,"28,260"
Sweden,"2,51,587","2,01,848",14-06-2019,Smartphones,"Schowalter, Lesch and Beahan",Maxie Marrow,Alyosha Meah,Mobile,49-2256360,"49,739"
Sweden,"19,930","16,544",09-03-2019,Smartphones,Johns and Sons,Maxie Marrow,Anita Woakes,Tablet,59-2480731,"3,386"
Bulgaria,"1,49,372","1,30,611",20-12-2020,Electronics,"Abbott, Roberts and Torp",Charil Alpe,Shermy McGready,Mobile,63-6848448,"18,761"
Sweden,"25,908","22,454",19-02-2019,Books,"Farrell, Swaniawski and Crist",Maxie Marrow,Alyosha Meah,PC,14-5110197,"3,453"
Portugal,"64,763","54,239",06-02-2019,Electronics,Schoen-Keeling,Celine Tumasian,Hortense Gerring,PC,42-2646312,"10,524"
Finland,"65,211","56,884",28-10-2020,Games,Hilll-Vandervort,Hube Corey,Mellicent Mattys,PC,60-8083173,"8,327"
Spain,"42,476","35,803",13-02-2019,Books,Johns and Sons,Emalia Dinse,Perri Aldersley,PC,76-1827989,"6,673"
Portugal,"1,72,341","1,36,563",09-04-2020,Beauty,Tromp LLC,Celine Tumasian,Hortense Gerring,PC,36-4321653,"35,778"
Ireland,"1,65,709","1,38,102",09-10-2020,Smartphones,Considine-Fisher,Glenine Suttaby,Bunnie Tonbridge,PC,18-7046062,"27,607"
Italy,"1,18,410","96,030",06-10-2020,Games,"Bashirian, Okuneva and Bechtelar",Piggy Roscrigg,Joshua Prevost,PC,73-4380400,"22,379"
France,"58,416","48,076",16-05-2020,Appliances,Stehr LLC,Othello Bowes,Maighdiln Upcraft,PC,47-5051773,"10,340"
France,"78,629","63,359",21-02-2019,Appliances,Johns and Sons,Othello Bowes,Amelina Piscopiello,Mobile,92-3687989,"15,270"
Sweden,"64,843","56,439",29-09-2019,Appliances,Larkin-Collier,Maxie Marrow,Alyosha Meah,Mobile,60-9753536,"8,404"
Belgium,"76,184","61,617",03-06-2019,Clothing,"Hermiston, Simonis and Wisoky",Lambert Norheny,Collin Mackness,Mobile,39-5658730,"14,566"
Sweden,"1,31,839","1,15,372",27-04-2020,Books,McGlynn-Prosacco,Maxie Marrow,Madelon Bront,PC,73-8632957,"16,467"
Portugal,"1,47,093","1,17,806",31-10-2020,Clothing,"Fisher, Morar and Skiles",Celine Tumasian,Hortense Gerring,PC,16-0987104,"29,286"
Finland,"62,012","49,324",17-01-2019,Beauty,Johns and Sons,Hube Corey,Mellicent Mattys,Tablet,76-0164425,"12,688"
Portugal,"56,763","47,664",11-08-2019,Smartphones,Kirlin and Sons,Celine Tumasian,Aurelie Wren,Mobile,87-7908481,"9,099"
Portugal,"78,058","67,161",29-11-2020,Beauty,"Swaniawski, Runolfsson and Green",Celine Tumasian,Hortense Gerring,Tablet,30-7149594,"10,897"
UK,"96,358","80,700",12-06-2019,Outdoors,Stamm-Zulauf,Jessamine Apark,Genevra Charrisson,PC,75-7848944,"15,658"
France,"40,536","35,481",13-01-2019,Electronics,Kihn Inc,Othello Bowes,Crysta Halls,PC,72-2796883,"5,055"
France,"96,796","81,396",21-06-2019,Appliances,Connelly-Mohr,Othello Bowes,Avrit Chanders,PC,32-3124563,"15,400"
Portugal,"1,22,036","97,897",21-06-2020,Accessories,Larkin-Collier,Celine Tumasian,Aurelie Wren,PC,83-7592334,"24,139"
Sweden,"89,503","72,488",31-10-2020,Clothing,Gleichner-Green,Maxie Marrow,Tarrah Castelletti,PC,61-3721294,"17,014"
Portugal,"2,23,233","1,79,100",28-06-2019,Games,Romaguera-Dietrich,Celine Tumasian,Corene Shirer,PC,43-8355995,"44,133"
Finland,"33,190","28,397",18-08-2020,Electronics,Homenick-Marvin,Hube Corey,Wat Bowkley,Tablet,49-2458036,"4,793"
Portugal,"82,358","65,474",19-02-2019,Books,Kihn Inc,Celine Tumasian,Aurelie Wren,PC,13-9607758,"16,883"
Ireland,"46,858","39,117",19-06-2020,Games,Johns and Sons,Glenine Suttaby,Palm Wetherald,Mobile,61-0888460,"7,741"
UK,"1,78,560","1,50,383",02-07-2020,Books,O'Connell-Mitchell,Jessamine Apark,Winny Agnolo,Mobile,25-2616039,"28,177"
Sweden,"1,73,944","1,39,730",11-09-2020,Books,Johns and Sons,Maxie Marrow,Madelon Bront,PC,46-2962443,"34,215"
UK,"1,76,662","1,46,859",28-06-2020,Electronics,Friesen-Rath,Jessamine Apark,Genevra Charrisson,PC,44-9908550,"29,803"
France,"1,33,755","1,06,148",18-09-2020,Games,Armstrong-Little,Othello Bowes,Ora Grennan,PC,52-3150154,"27,607"
Bulgaria,"1,59,294","1,30,605",09-08-2020,Clothing,"Hamill, Kulas and Roob",Charil Alpe,Shermy McGready,PC,37-9761957,"28,689"
France,"1,23,562","1,02,927",22-04-2020,Clothing,McGlynn-Bergstrom,Othello Bowes,Amelina Piscopiello,PC,67-6072579,"20,635"
France,"33,013","26,744",28-11-2020,Electronics,Romaguera-Dietrich,Othello Bowes,Amelina Piscopiello,PC,89-0300778,"6,269"
Portugal,"1,05,341","87,285",18-08-2020,Books,"Farrell, Swaniawski and Crist",Celine Tumasian,Brynn Dempster,PC,80-1894360,"18,055"
Spain,"1,27,144","1,05,033",03-10-2019,Electronics,"Murray, Reichel and Nolan",Emalia Dinse,Bertha Walbrook,PC,58-2235320,"22,110"
Portugal,"56,571","46,993",05-10-2020,Books,Stamm Inc,Celine Tumasian,Smitty Culverhouse,PC,68-9875936,"9,577"
France,"75,523","60,448",13-03-2019,Smartphones,Corwin and Sons,Othello Bowes,Crysta Halls,PC,75-8968627,"15,074"
Portugal,"87,086","76,548",27-08-2020,Outdoors,West-Cummings,Celine Tumasian,Smitty Culverhouse,PC,86-9456489,"10,537"
UK,"2,90,011","2,34,445",25-12-2019,Smartphones,Smith Group,Jessamine Apark,Genevra Charrisson,PC,02-1124101,"55,566"
Luxembourg,"2,56,604","2,09,799",27-07-2019,Smartphones,O'Connell-Mitchell,Ilsa Kob,Jocelyn Laurentino,Tablet,85-9787047,"46,805"
UK,"1,26,075","1,00,028",07-11-2020,Books,Gislason-Stanton,Jessamine Apark,Winny Agnolo,PC,60-7663173,"26,047"
